Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
Hard Times,https://www.imdb.com/title/tt0073092/?ref_=sr_t_58,1975,1h 33m,PG,7.2,13K,2700000.0,,,,['Walter Hill'],"['Walter Hill', 'Bryan Gindoff', 'Bruce Henstell']","['Charles Bronson', 'James Coburn', 'Jill Ireland']","['Crime', 'Drama', 'Sport']",['United States'],"['French Quarter, New Orleans, Louisiana, USA']","['Columbia Pictures', 'Columbia Pictures', 'Claridge Productions']",['English'],0,0,0,1975.0
Manila in the Claws of Light,https://www.imdb.com/title/tt0073363/?ref_=sr_t_59,1975,2h 5m,TV-14,7.8,2.8K,,,,,['Lino Brocka'],"['Edgardo Reyes', 'Clodualdo Del Mundo Jr.']","['Hilda Koronel', 'Bembol Roco', 'Lou Salvador Jr.']","['Drama', 'Mystery']",['Philippines'],"['Binondo, Manila, Philippines']",['Cinema Artists'],"['Filipino', 'Tagalog', 'English']",0,2,0,1975.0
Dersu Uzala,https://www.imdb.com/title/tt0071411/?ref_=sr_t_60,1975,2h 22m,G,8.2,34K,4000000.0,14480.0,,,['Akira Kurosawa'],"['Akira Kurosawa', 'Yuriy Nagibin', 'Vladimir Arsenev']","['Maksim Munzuk', 'Yuriy Solomin', 'Mikhail Bychkov']","['Docudrama', 'Period Drama', 'Adventure', 'Biography', 'Drama']","['Soviet Union', 'Japan']","['Khabarovsky Kray, Russia']","['Atelier 41', 'Daiei Studios', 'Kurosawa Production Co.']","['Russian', 'Chinese']",0,0,0,1975.0
Hester Street,https://www.imdb.com/title/tt0073107/?ref_=sr_t_61,1975,1h 29m,PG,7.0,2.1K,350000.0,,,,['Joan Micklin Silver'],"['Joan Micklin Silver', 'Abraham Cahan']","['Steven Keats', 'Carol Kane', 'Mel Howard']","['Drama', 'Romance']",['United States'],"['Bleecker Street, Manhattan, New York City, New York, USA']",['Midwest Films'],"['English', 'Yiddish']",0,3,1,1975.0
Black Moon,https://www.imdb.com/title/tt0072709/?ref_=sr_t_62,1975,1h 40m,R,6.1,6.4K,,,,,['Louis Malle'],"['Louis Malle', 'Joyce Buñuel', 'Ghislain Uhry']","['Cathryn Harrison', 'Therese Giehse', 'Alexandra Stewart']","['Fantasy', 'Horror', 'Mystery', 'Sci-Fi']","['France', 'West Germany']","['Château du Coual, Lugagnac, Lot, France']","['Nouvelles Éditions de Films (NEF)', 'Bioskop Film']","['English', 'French']",0,0,0,1975.0
The Sensuous Nurse,https://www.imdb.com/title/tt0074682/?ref_=sr_t_63,1975,1h 45m,R,4.8,871,,,,,['Nello Rossati'],"['Nello Rossati', 'Paolo Vidali', 'Claudia Florio']","['Ursula Andress', 'Duilio Del Prete', 'Mario Pisu']","['Dark Comedy', 'Comedy']",['Italy'],"['Venice, Veneto, Italy']","['Compagnia Cinematografica Champion', 'New Gold Entertainment']",['Italian'],0,0,0,1975.0
Rooster Cogburn,https://www.imdb.com/title/tt0073636/?ref_=sr_t_64,1975,1h 48m,PG,6.8,13K,,,8022000.0,,['Stuart Millar'],"['Charles Portis', 'Martha Hyer']","['John Wayne', 'Katharine Hepburn', 'Anthony Zerbe']","['Adventure', 'Drama', 'Western']",['United States'],"['Rogue River, Oregon, USA']",['Hal Wallis Productions'],['English'],0,0,0,1975.0
The Wind and the Lion,https://www.imdb.com/title/tt0073906/?ref_=sr_t_65,1975,1h 59m,PG,6.8,10K,4000000.0,,,,['John Milius'],['John Milius'],"['Sean Connery', 'Candice Bergen', 'Brian Keith']","['Action Epic', 'Adventure Epic', 'Desert Adventure', 'Epic', 'One-Person Army Action', 'Period Drama', 'Political Drama', 'Swashbuckler', 'Action', 'Adventure']",['United States'],"['La Calahorra, Granada, Andalucía, Spain']",['Metro-Goldwyn-Mayer (MGM)'],"['English', 'German', 'French', 'Arabic']",0,0,2,1975.0
Smile,https://www.imdb.com/title/tt0073722/?ref_=sr_t_66,1975,1h 53m,PG,7.1,2.6K,1300000.0,,,,['Michael Ritchie'],['Jerry Belson'],"['Bruce Dern', 'Barbara Feldon', 'Michael Kidd']","['Mockumentary', 'Satire', 'Comedy']",['United States'],"['Santa Rosa, California, USA']","['Tamalpais Productions', 'David V. Picker Productions', 'Twin Roads Productions']",['English'],0,0,0,1975.0
Snuff,https://www.imdb.com/title/tt0072184/?ref_=sr_t_67,1975,1h 20m,X,2.8,2.1K,,,,,"['Michael Findlay', 'Horacio Fredriksson', 'Simon Nuchtern']","['Michael Findlay', 'Walter E. Sear']","['Margarita Amuchástegui', 'Tina Austin', 'Ana Carro']",['Horror'],"['United States', 'Canada', 'Argentina']","['Tigre, Buenos Aires Province, Argentina']","['August Films', 'Selected Pictures']",['English'],0,0,0,1975.0
Sholay,https://www.imdb.com/title/tt0073707/?ref_=sr_t_68,1975,2h 42m,Not Rated,8.1,60K,,,,,['Ramesh Sippy'],"['Javed Akhtar', 'Salim Khan']","['Sanjeev Kumar', 'Dharmendra', 'Amitabh Bachchan']","['Action', 'Adventure', 'Comedy', 'Drama', 'Musical', 'Thriller', 'Western']",['India'],"['Bangalore, Karnataka, India']","['NH Studioz', 'Sippy Films']",['Hindi'],0,5,0,1975.0
The Day of the Locust,https://www.imdb.com/title/tt0072848/?ref_=sr_t_69,1975,2h 24m,R,6.9,6.6K,,42.0,,,['John Schlesinger'],"['Nathanael West', 'Waldo Salt']","['Donald Sutherland', 'Karen Black', 'Burgess Meredith']","['Drama', 'Thriller']",['United States'],"['Ennis House - 2607 Glendower Avenue, Los Feliz, Los Angeles, California, USA']","['Paramount Pictures', 'Long Road Productions']","['English', 'Spanish', 'French', 'German']",0,7,2,1975.0
"Farewell, My Lovely",https://www.imdb.com/title/tt0072973/?ref_=sr_t_70,1975,1h 35m,R,7.0,10K,2500000.0,,,,['Dick Richards'],"['David Zelag Goodman', 'Raymond Chandler']","['Robert Mitchum', 'Charlotte Rampling', 'John Ireland']","['Hard-boiled Detective', 'Crime', 'Mystery', 'Thriller']",['United States'],"['1024 S. Grand Avenue, Downtown, Los Angeles, California, USA']","['EK', 'ITC Films']",['English'],0,3,1,1975.0
Let's Do It Again,https://www.imdb.com/title/tt0073282/?ref_=sr_t_71,1975,1h 50m,PG,6.7,3.4K,70000.0,,,,['Sidney Poitier'],"['Richard Wesley', 'Timothy March']","['Sidney Poitier', 'Bill Cosby', 'Calvin Lockhart']","['Farce', 'Action', 'Comedy', 'Crime']",['United States'],"['Atlanta, Georgia, USA']","['First Artists', 'Verdon Productions Limited', 'Warner Bros.']",['English'],0,0,0,1975.0
Carry on Behind,https://www.imdb.com/title/tt0072764/?ref_=sr_t_72,1975,1h 30m,Not Rated,5.6,3.1K,,,,,['Gerald Thomas'],['Dave Freeman'],"['Elke Sommer', 'Kenneth Williams', 'Bernard Bresslaw']","['Parody', 'Slapstick', 'Comedy']",['United Kingdom'],"['Bad Godesberg Way, Maidenhead, Berkshire, England, UK']","['The Rank Organisation', 'Peter Rogers Productions']",['English'],0,0,0,1975.0
Nishant,https://www.imdb.com/title/tt0073458/?ref_=sr_t_73,1975,2h 20m,,7.6,767,,,,,['Shyam Benegal'],"['Vijay Tendulkar', 'Satyadev Dubey']","['Girish Karnad', 'Shabana Azmi', 'Anant Nag']","['Crime', 'Drama']",['India'],"['Pochampally, Andhra Pradesh, India']",['Blaze Film Enterprises'],['Hindi'],0,2,0,1975.0
Rosebud,https://www.imdb.com/title/tt0073637/?ref_=sr_t_74,1975,2h 6m,PG,5.2,1.1K,,,551374.0,,['Otto Preminger'],"['Erik Lee Preminger', 'Joan Hemingway', 'Paul Bonnecarrère']","[""Peter O'Toole"", 'Richard Attenborough', 'Cliff Gorman']","['Political Drama', 'Political Thriller', 'Spy', 'Action', 'Adventure', 'Drama', 'Thriller']",['United States'],['Corsica'],['Oting SA'],['English'],0,0,0,1975.0
Cooley High,https://www.imdb.com/title/tt0072820/?ref_=sr_t_75,1975,1h 47m,PG,7.1,5.7K,750000.0,,,,['Michael Schultz'],['Eric Monte'],"['Glynn Turman', 'Lawrence Hilton-Jacobs', 'Garrett Morris']","['Comedy', 'Drama', 'Romance']",['United States'],"['Cabrini-Green Public Housing Projects, Near North Side, Chicago, Illinois, USA']","['American International Pictures (AIP)', 'Cooley High Services Company', 'Steve Krantz Productions']",['English'],0,0,0,1975.0
Emmanuelle II,https://www.imdb.com/title/tt0072933/?ref_=sr_t_76,1975,1h 23m,NC-17,4.8,3.9K,,,,,['Francis Giacobetti'],"['Bob Elia', 'Emmanuelle Arsan', 'Francis Giacobetti']","['Sylvia Kristel', 'Umberto Orsini', 'Frédéric Lagache']","['Steamy Romance', 'Drama', 'Romance']",['France'],"['Bali, Indonesia']","['Trinacra Films', 'Orphée Arts', 'Parafrance Films']",['French'],0,0,0,1975.0
Deewaar,https://www.imdb.com/title/tt0072860/?ref_=sr_t_77,1975,2h 54m,,8.0,12K,,65317.0,,,['Yash Chopra'],"['Javed Akhtar', 'Salim Khan']","['Amitabh Bachchan', 'Shashi Kapoor', 'Nirupa Roy']","['Action', 'Crime', 'Drama', 'Thriller']",['India'],"['Mumbai, Maharashtra, India']",['Trimurti Films Pvt. Ltd.'],"['Hindi', 'Urdu']",0,2,0,1975.0
Emanuelle and Francoise,https://www.imdb.com/title/tt0074472/?ref_=sr_t_78,1975,1h 38m,Not Rated,5.4,831,,,,,"[""Joe D'Amato""]","['Bruno Mattei', ""Joe D'Amato""]","['George Eastman', 'Rosemarie Lindt', 'Annie Carol Edel']","['Drama', 'Horror', 'Thriller']",['Italy'],[],['Matra Cinematografica'],['Italian'],0,0,0,1975.0
Playing with Fire,https://www.imdb.com/title/tt0073203/?ref_=sr_t_79,1975,1h 52m,,5.7,735,,,,,['Alain Robbe-Grillet'],['Alain Robbe-Grillet'],"['Jean-Louis Trintignant', 'Philippe Noiret', 'Anicée Alvina']",['Drama'],"['France', 'Italy']","['Rue de Tilsitt, Paris, Ile de France, France']","['Arcadie Productions', 'Madeleine Films', 'Cinecompany']",['French'],0,0,0,1975.0
The Other Side of the Mountain,https://www.imdb.com/title/tt0073496/?ref_=sr_t_80,1975,1h 42m,PG,6.4,1.3K,,,34673100.0,,['Larry Peerce'],"['E.G. Valens', 'David Seltzer']","['Marilyn Hassett', 'Beau Bridges', 'Belinda Montgomery']","['Biography', 'Drama', 'Romance']",['United States'],"['Inyo National Forest, California, USA']",['Filmways Pictures'],['English'],0,4,1,1975.0
"A Genius, Two Partners and a Dupe",https://www.imdb.com/title/tt0073036/?ref_=sr_t_81,1975,2h 6m,,6.2,6K,3500000000.0,,,,['Damiano Damiani'],"['Ernesto Gastaldi', 'Fulvio Morsella', 'Damiano Damiani']","['Terence Hill', 'Miou-Miou', 'Robert Charlebois']","['Parody', 'Spaghetti Western', 'Comedy', 'Western']","['Italy', 'France', 'West Germany']","['Monument Valley, Arizona, USA']","['Rafran Cinematografica', 'AMLF', 'Rialto Film']",['Italian'],0,0,0,1975.0
Tarzoon: Shame of the Jungle,https://www.imdb.com/title/tt0073691/?ref_=sr_t_82,1975,1h 25m,R,5.0,1.4K,,,,,"['Picha', 'Boris Szulzinger']","['Pierre Bartier', 'Anne Beatts', ""Michael O'Donoghue""]","['Bernard Dhéran', 'Claude Bertrand', 'Roger Carel']","['Adult Animation', 'Jungle Adventure', 'Parody', 'Satire', 'Adventure', 'Animation', 'Comedy']","['France', 'Belgium']",[],"['Société Nouvelle de Doublage SND', 'Valisa Films Prod.']",['French'],0,0,0,1975.0
Black Emanuelle,https://www.imdb.com/title/tt0072930/?ref_=sr_t_83,1975,1h 36m,R,4.6,1.8K,,,,,['Bitto Albertini'],"['Bitto Albertini', 'Ambrogio Molteni']","['Laura Gemser', 'Karin Schubert', 'Angelo Infanti']",['Drama'],"['Italy', 'Spain']","['Amboseli Lodge, Amboseli National Park, Kenya']","['San Nicola Produzione Cinematografica', 'Flaminia Produzioni Cinematografiche', 'Emaus Films S.A.']",['Italian'],0,0,0,1975.0
Zorro,https://www.imdb.com/title/tt0072448/?ref_=sr_t_84,1975,2h,G,6.4,4.6K,,1221944.0,,,['Duccio Tessari'],"['Giorgio Arlorio', 'Johnston McCulley']","['Alain Delon', 'Stanley Baker', 'Ottavia Piccolo']","['Spaghetti Western', 'Superhero', 'Swashbuckler', 'Action', 'Adventure', 'Comedy', 'Romance', 'Western']","['Italy', 'France']","['Nuevo Baztán, Madrid, Spain']","['Mondial Televisione Film', 'Les Productions Artistes Associés']","['Italian', 'English', 'Spanish', 'Latin']",0,0,0,1975.0
Lips of Blood,https://www.imdb.com/title/tt0073324/?ref_=sr_t_85,1975,1h 28m,Not Rated,5.9,2.1K,,,,,['Jean Rollin'],"['Jean-Loup Philippe', 'Jean Rollin']","['Jean-Loup Philippe', 'Annie Belle', 'Natalie Perrey']","['Horror', 'Thriller']",['France'],"['Cimetière de Montmartre, 20 avenue Rachel, Paris 18, Paris, France']","['Nordia Films', 'Off Production', 'Scorpion V']",['French'],0,0,0,1975.0
The Killer Elite,https://www.imdb.com/title/tt0073240/?ref_=sr_t_86,1975,2h 2m,PG,6.0,7.5K,,,1000000.0,,['Sam Peckinpah'],"['Marc Norman', 'Stirling Silliphant', 'Robert Syd Hopkins']","['James Caan', 'Robert Duvall', 'Arthur Hill']","['Dark Comedy', 'Action', 'Crime', 'Thriller']",['United States'],"['Sausalito, California, USA']","['Exeter Associates', 'Persky-Bright Productions', 'Arthur Lewis Productions']","['English', 'Mandarin']",0,0,0,1975.0
The Reincarnation of Peter Proud,https://www.imdb.com/title/tt0073615/?ref_=sr_t_87,1975,1h 45m,R,6.4,2.4K,,,3084614.0,,['J. Lee Thompson'],['Max Ehrlich'],"['Michael Sarrazin', ""Jennifer O'Neill"", 'Margot Kidder']","['Mystery', 'Thriller']",['United States'],"['Amherst, Massachusetts, USA']","['Bing Crosby Productions', 'Cinerama Productions', 'Fuqua Industries']",['English'],0,0,0,1975.0
Familien Gyldenkål,https://www.imdb.com/title/tt0072963/?ref_=sr_t_88,1975,1h 40m,,5.9,559,,,,,['Gabriel Axel'],['Poul-Henrik Trampe'],"['Axel Strøbye', 'Kirsten Walther', 'Karen Lykkehus']","['Comedy', 'Crime']",['Denmark'],"['Nordisk Film Risby Studierne, Albertslund, Sjælland, Denmark']",['Panorama Film A/S'],['Danish'],0,0,0,1975.0
Last Stop on the Night Train,https://www.imdb.com/title/tt0073836/?ref_=sr_t_89,1975,1h 34m,R,6.1,3.5K,,,,,['Aldo Lado'],"['Roberto Infascelli', 'Ettore Sanzò', 'Aldo Lado']","['Flavio Bucci', 'Macha Méril', 'Gianfranco De Grassi']","['Horror', 'Thriller']",['Italy'],"['Innsbruck, Tyrol, Austria']",['European Incorporation'],['Italian'],0,0,0,1975.0
Valentina ...The Virgin Wife,https://www.imdb.com/title/tt0073398/?ref_=sr_t_90,1975,1h 38m,R,5.1,412,,,,,['Marino Girolami'],"['Marino Girolami', 'Carlo Veo']","['Edwige Fenech', 'Renzo Montagnani', 'Carroll Baker']",['Comedy'],['Italy'],"['Iseo, Brescia, Lombardia, Italy']","['Fida Cinematografica', 'Flaminia Produzioni Cinematografiche']",['Italian'],0,0,0,1975.0
"So Young, So Lovely, So Vicious...",https://www.imdb.com/title/tt0131526/?ref_=sr_t_91,1975,1h 30m,,4.9,487,,,,,['Silvio Amadio'],"['Silvio Amadio', 'Roberto Natale']","['Gloria Guida', 'Dagmar Lassander', 'Fred Robsahm']","['Drama', 'Mystery', 'Thriller']",['Italy'],"['Sardinia, Italy']",['Domiziana Internazionale Cinematografica'],['Italian'],0,0,0,1975.0
The Chaos Class,https://www.imdb.com/title/tt0252487/?ref_=sr_t_92,1975,1h 25m,,9.2,44K,,,,,['Ertem Egilmez'],"['Umur Bugay', 'Rifat Ilgaz']","['Münir Özkul', 'Tarik Akan', 'Halit Akçatepe']",['Comedy'],['Turkey'],"['Istanbul, Turkey']",['Arzu Film'],['Turkish'],0,0,0,1975.0
That Malicious Age,https://www.imdb.com/title/tt0073597/?ref_=sr_t_93,1975,1h 30m,TV-14,4.8,544,,,,,['Silvio Amadio'],"['Silvio Amadio', 'Piero Regnoli']","['Gloria Guida', 'Nino Castelnuovo', 'Anita Sanders']","['Drama', 'Romance']",['Italy'],"['Elba Island, Livorno, Tuscany, Italy']",['Domizia Cinematografica'],['Italian'],0,0,0,1975.0
The Strongest Man in the World,https://www.imdb.com/title/tt0073760/?ref_=sr_t_94,1975,1h 32m,G,5.9,3.8K,,,,,['Vincent McEveety'],"['Joseph L. McEveety', 'Herman Groves']","['Kurt Russell', 'Joe Flynn', 'Eve Arden']","['Slapstick', 'Comedy', 'Family', 'Sci-Fi']",['United States'],"['Glendale, California, USA']",['Walt Disney Productions'],['English'],0,0,0,1975.0
"My Nights with Susan, Olga, Albert, Julie, Piet & Sandra",https://www.imdb.com/title/tt0073387/?ref_=sr_t_95,1975,1h 25m,,5.2,372,,,,,['Pim de la Parra'],"['Carel Donck', 'Charles Gormley', 'David Kaufman']","['Willeke van Ammelrooy', 'Hans van der Gragt', 'Nelly Frijda']","['Action', 'Drama', 'Horror', 'Thriller']",['Netherlands'],[],['Scorpio Film Productions'],['Dutch'],0,0,0,1975.0
Women Behind Bars,https://www.imdb.com/title/tt0381985/?ref_=sr_t_96,1975,1h 15m,Not Rated,4.1,774,,,,,['Jesús Franco'],['Marius Lesoeur'],"['Lina Romay', 'Martine Stedil', 'Nathalie Chape']","['Crime', 'Thriller']","['France', 'Belgium']","['Antibes, Alpes-Maritimes, France']","['Brux International Pictures', 'Eurociné']",['French'],0,0,0,1975.0
Bite the Bullet,https://www.imdb.com/title/tt0072705/?ref_=sr_t_97,1975,2h 12m,PG,6.6,6.1K,4000000.0,,,,['Richard Brooks'],['Richard Brooks'],"['Gene Hackman', 'Candice Bergen', 'James Coburn']","['Action', 'Adventure', 'Drama', 'Western']",['United States'],"['White Sands National Monument, New Mexico, USA']","['Persky-Bright Productions', 'Vista', 'Columbia Pictures']","['English', 'Spanish']",0,2,2,1975.0
Eyeball,https://www.imdb.com/title/tt0071537/?ref_=sr_t_98,1975,1h 31m,R,5.9,2.1K,,,,,['Umberto Lenzi'],"['Umberto Lenzi', 'Félix Tusell']","['Martine Brochard', 'John Richardson', 'Ines Pellegrini']","['Slasher Horror', 'Crime', 'Horror', 'Mystery', 'Thriller']","['Italy', 'Spain']","['La Rambla, Old City, Barcelona, Catalonia, Spain']","['National Cinematografica', 'Pioneer', 'Estela Films']","['Italian', 'Spanish']",0,0,0,1975.0
Dolemite,https://www.imdb.com/title/tt0072895/?ref_=sr_t_99,1975,1h 30m,R,5.6,7K,100000.0,,,,"[""D'Urville Martin""]","['Jerry Jones', 'Rudy Ray Moore']","['Rudy Ray Moore', ""D'Urville Martin"", 'Jerry Jones']","['B-Action', 'Action', 'Comedy', 'Crime']",['United States'],"['Dunbar Hotel - 4225 S. Central Avenue, Los Angeles, California, USA']",['Comedian International Enterprises (C.I.E.)'],['English'],0,0,0,1975.0
Linda Lovelace for President,https://www.imdb.com/title/tt0074800/?ref_=sr_t_100,1975,1h 35m,R,4.2,400,,,,,"['Claudio Guzmán', 'Arthur Marks']",['Jack Margolis'],"['Linda Lovelace', 'Fuddle Bagley', 'Val Bisoglio']",['Comedy'],['United States'],"['Lawrence, Kansas, USA']",[],['English'],0,0,0,1975.0
Psycho from Texas,https://www.imdb.com/title/tt0082955/?ref_=sr_t_101,1975,1h 29m,R,3.8,389,,,,,"['Jack Collins', 'Jim Feazell']",['Jim Feazell'],"['John King III', 'Herschel Mays', 'Tommy Lamey']","['Crime', 'Horror']",['United States'],"['El Dorado, Arkansas, USA']",[],['English'],0,0,0,1975.0
The Adventures of the Wilderness Family,https://www.imdb.com/title/tt0072610/?ref_=sr_t_102,1975,1h 40m,G,6.3,1.9K,,,31223000.0,,['Stewart Raffill'],"['Arthur R. Dubs', 'Stewart Raffill']","['Robert Logan', 'Susan Damante', 'Hollye Holmes']","['Mountain Adventure', 'Adventure', 'Drama', 'Family']",['United States'],"['Gunnison, Colorado, USA']","['Pacific International Pictures', 'Wilderness Family Inc.']",['English'],0,0,0,1975.0
La Collegiale,https://www.imdb.com/title/tt0072798/?ref_=sr_t_103,1975,1h 32m,,3.7,162,,,,,['Gianni Martucci'],"['Gianni Martucci', 'Piero Regnoli']","['Nino Castelnuovo', 'Marta Katherin', 'Sofia Dionisio']",['Comedy'],['Italy'],"['Venice, Veneto, Italy']",['James Film S.r.l'],['Italian'],0,0,0,1975.0
Lisztomania,https://www.imdb.com/title/tt0073298/?ref_=sr_t_104,1975,1h 43m,R,6.1,3.2K,,,,,['Ken Russell'],['Ken Russell'],"['Roger Daltrey', 'Sara Kestelman', 'Paul Nicholas']","['Pop Musical', 'Rock Musical', 'Biography', 'Comedy', 'Music', 'Musical']",['United Kingdom'],"['New Wimbledon Theatre, The Broadway, Wimbledon, London, England, UK']","['Goodtimes Enterprises', 'Visual Programme Systems']",['English'],0,0,0,1975.0
The Drowning Pool,https://www.imdb.com/title/tt0072912/?ref_=sr_t_105,1975,1h 48m,PG,6.5,6.4K,2700000.0,,,,['Stuart Rosenberg'],"['Tracy Keenan Wynn', 'Lorenzo Semple Jr.', 'Walter Hill']","['Paul Newman', 'Joanne Woodward', 'Anthony Franciosa']","['Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Lake Charles, Louisiana, USA']","['First Artists', 'Coleytown', 'Turman-Foster Company']","['English', 'French']",0,0,0,1975.0
Out of Season,https://www.imdb.com/title/tt0073501/?ref_=sr_t_106,1975,1h 30m,R,5.9,607,,,,,['Alan Bridges'],"['Reuben Bercovitch', 'Eric Bercovici']","['Vanessa Redgrave', 'Cliff Robertson', 'Susan George']","['Drama', 'Romance']",['United Kingdom'],"['Portland, Dorset, England, UK']",['Lorimar Productions'],['English'],0,0,0,1975.0
Rancho Deluxe,https://www.imdb.com/title/tt0073605/?ref_=sr_t_107,1975,1h 33m,R,6.3,2.2K,,,,,['Frank Perry'],['Thomas McGuane'],"['Jeff Bridges', 'Sam Waterston', 'Elizabeth Ashley']","['Comedy', 'Romance', 'Western']",['United States'],"['Livingston, Montana, USA']",['Elliott Kastner Productions'],['English'],0,0,0,1975.0
Race with the Devil,https://www.imdb.com/title/tt0073600/?ref_=sr_t_108,1975,1h 28m,PG,6.6,7.7K,,,12644000.0,,['Jack Starrett'],"['Lee Frost', 'Wes Bishop']","['Peter Fonda', 'Warren Oates', 'Loretta Swit']","['Folk Horror', 'Supernatural Horror', 'Action', 'Drama', 'Horror', 'Thriller']",['United States'],"['San Antonio, Texas, USA']","['Saber Productions', 'Twentieth Century Fox']",['English'],0,0,0,1975.0
Bullet Train,https://www.imdb.com/title/tt0080479/?ref_=sr_t_109,1975,2h 32m,Not Rated,6.8,1.8K,,,,,"[""Jun'ya Satô""]","['Ryûnosuke Ono', ""Jun'ya Satô"", 'Sunao Sakagami']","['Ken Takakura', ""Shin'ichi Chiba"", 'Kei Yamamoto']","['Action', 'Crime', 'Drama', 'Thriller']",['Japan'],"['Airport, Chitose, Hokkaido, Japan']",['Toei Company'],['Japanese'],0,0,0,1975.0
